식품명,에너지(kcal),수분(g),단백질(g),지방(g),탄수화물(g),당류(g),나트륨(mg),칼륨(mg),칼슘(mg),철(mg),비타민 A(μg RAE),비타민 C(mg),비타민 D(μg),포화지방산(g),콜레스테롤(mg)
상추겉절이,21,26.3,0.89,0.69,3.39,1.59,123.0,154.0,27.0,0.57,74.0,0.42,0.0,0.11,0.0
샐러드_마카로니,140,24.0,2.37,8.17,13.76,2.72,124.0,84.0,13.0,0.29,15.0,2.98,0.0,1.24,3.56
샐러드_옥수수,131,54.2,1.32,8.5,12.51,4.09,170.0,140.0,12.0,0.27,18.0,6.14,0.0,1.27,2.75
얼갈이겉절이,25,44.5,1.14,0.71,4.09,1.62,229.0,153.0,82.0,0.34,74.0,8.97,0.0,0.12,0.03
오이생채_오이,30,63.9,1.24,0.48,6.21,3.64,258.0,184.0,16.0,0.28,19.0,6.83,0.0,0.08,0.0
오이생채_오이_부추,36,77.1,1.72,0.95,6.4,3.25,257.0,213.0,22.0,0.79,25.0,7.75,0.0,0.16,0.0
오이지무침,28,46.8,0.76,1.09,4.3,2.15,774.0,84.0,26.0,0.33,12.0,0.21,0.0,0.17,0.0
오징어무침_채소,51,45.6,5.49,0.82,5.8,3.11,198.0,194.0,13.0,0.23,27.0,2.69,1.53,0.17,58.57
오징어채무침_채소,113,55.5,11.61,1.81,13.52,6.93,363.0,306.0,34.0,0.88,48.0,8.13,3.24,0.31,44.2
참나물겉절이_고춧가루,18,24.2,0.74,0.6,2.91,1.1,143.0,168.0,16.0,0.39,42.0,1.07,0.0,0.1,0.02
청포묵무침,43,61.4,1.3,1.68,6.54,0.72,282.0,55.0,11.0,0.23,25.0,1.8,0.03,0.27,5.92
치커리겉절이,22,22.4,0.72,0.73,3.51,1.89,160.0,108.0,19.0,0.4,44.0,0.69,0.0,0.12,0.0
파래무침_파래_무,23,60.6,1.07,0.38,4.86,2.62,220.0,146.0,26.0,1.22,6.0,12.58,0.0,0.07,0.0
짜장소스,100,62.9,4.38,3.64,12.86,4.16,541.0,234.0,24.0,0.48,28.0,8.1,0.08,0.68,6.95
카레소스,66,40.0,2.78,2.07,9.9,2.66,175.0,180.0,16.0,0.55,34.0,5.05,0.02,0.71,3.38
고구마줄기나물,22,33.7,0.56,1.13,2.45,0.39,178.0,180.0,38.0,0.24,5.0,0.85,0.0,0.17,0.0
배추나물_간장_소금,18,66.7,1.01,0.73,2.45,0.71,262.0,132.0,109.0,0.31,66.0,13.45,0.0,0.11,0.0
배추나물_된장,32,68.1,1.72,1.25,4.25,1.76,273.0,182.0,87.0,0.5,58.0,12.93,0.0,0.2,0.0
숙주나물_숙주,15,50.5,1.05,0.74,1.53,0.04,168.0,52.0,10.0,0.16,1.0,3.81,0.0,0.12,0.0
숙주나물_숙주_채소,15,49.1,0.97,0.68,1.66,0.27,175.0,57.0,10.0,0.15,14.0,3.79,0.0,0.11,0.0
숙주미나리나물,18,52.9,1.11,0.85,1.97,0.4,165.0,76.0,14.0,0.19,16.0,4.15,0.0,0.14,0.0
시금치나물_간장_소금,25,50.9,1.6,1.0,3.26,0.95,217.0,454.0,26.0,0.71,228.0,23.84,0.0,0.16,0.0
열무나물_된장,30,69.5,2.19,1.15,3.61,0.92,273.0,274.0,112.0,1.31,159.0,5.28,0.0,0.18,0.0
유채나물_간장_소금,22,43.9,2.1,0.82,2.68,0.46,195.0,210.0,83.0,0.71,113.0,28.25,0.0,0.13,0.0
참나물,14,35.1,0.72,0.56,1.94,0.2,129.0,219.0,23.0,0.53,51.0,1.48,0.0,0.09,0.0
취나물_간장_소금,25,23.1,1.04,1.01,3.7,0.58,134.0,158.0,41.0,1.37,60.0,3.23,0.0,0.14,0.0
골뱅이무침_채소,69,60.4,5.98,0.84,10.29,6.24,386.0,182.0,28.0,0.61,48.0,5.65,0.4,0.14,18.48
단무지무침,41,99.0,1.02,1.78,5.51,2.27,611.0,118.0,32.0,0.51,17.0,18.08,0.0,0.29,0.0
도라지생채_오이,41,55.2,1.3,0.52,8.79,3.9,220.0,184.0,20.0,0.3,27.0,4.83,0.0,0.09,0.0
도토리묵무침_채소,60,80.6,1.28,1.2,11.66,2.09,322.0,135.0,24.0,0.51,41.0,1.32,0.0,0.19,0.0
돌나물,44,45.8,1.16,1.04,8.68,4.22,226.0,150.0,77.0,0.48,60.0,39.29,0.0,0.17,0.0
마늘쫑무침,67,44.8,1.63,1.14,14.55,6.32,281.0,187.0,30.0,0.45,48.0,20.9,0.0,0.2,0.0
무생채_식초,35,71.5,1.01,0.8,6.59,3.39,261.0,256.0,24.0,0.29,15.0,6.27,0.0,0.13,0.0
무생채(무만),30,65.5,1.03,0.56,5.77,2.57,249.0,253.0,22.0,0.32,18.0,6.0,0.0,0.09,0.0
미역초무침,31,32.7,1.48,0.71,6.85,3.32,406.0,199.0,71.0,0.61,60.0,5.31,0.0,0.13,0.0
부추무침_부추,24,30.1,1.02,0.74,3.95,2.11,156.0,69.0,13.0,1.0,13.0,1.63,0.0,0.12,0.0
부추무침_부추_채소,30,30.0,1.16,1.13,4.43,2.31,190.0,93.0,15.0,0.94,31.0,1.55,0.0,0.18,0.0
마늘쫑볶음_건새우,53,23.9,2.67,2.56,5.31,2.01,287.0,94.0,157.0,0.73,10.0,11.47,0.01,0.39,12.63
미역줄기볶음_미역줄기,31,35.7,0.59,2.55,2.71,0.26,1251.0,45.0,36.0,0.19,2.0,0.22,0.0,0.38,0.0
새송이버섯볶음_새송이버섯_채소,32,49.5,1.44,1.95,4.13,0.97,163.0,158.0,9.0,0.22,14.0,3.82,0.0,0.29,0.0
소시지볶음_채소,119,41.2,5.74,7.61,6.78,2.19,391.0,179.0,15.0,0.33,17.0,17.33,0.07,2.23,22.58
순대볶음,89,40.8,2.89,4.17,10.69,2.57,259.0,143.0,25.0,2.49,30.0,2.77,0.0,1.46,2.06
순대볶음_떡,92,40.5,2.74,3.42,13.27,2.29,216.0,130.0,23.0,2.08,27.0,2.81,0.0,1.21,1.7
어묵볶음_어묵_채소,88,36.0,4.25,3.57,10.04,2.7,360.0,92.0,22.0,0.3,28.0,2.28,0.0,0.58,6.4
오징어볶음_채소,82,57.2,8.49,2.0,7.65,3.22,271.0,253.0,16.0,0.28,30.0,3.28,2.42,0.37,92.35
잡채_돼지고기,126,33.3,2.69,3.13,21.92,2.48,233.0,137.0,31.0,1.28,46.0,3.7,0.04,0.56,5.0
잡채_버섯,107,29.3,0.94,2.53,20.62,2.17,207.0,94.0,31.0,1.25,33.0,3.4,0.02,0.38,0.03
햄채소볶음,68,41.0,6.3,3.03,3.82,1.99,335.0,148.0,10.0,0.24,14.0,11.23,0.02,0.71,14.8
고등어조림_배추김치,105,71.5,9.61,4.82,5.73,2.58,453.0,299.0,36.0,1.06,34.0,3.39,1.73,1.24,25.3
꽁치조림_배추김치,88,69.1,10.29,2.52,5.79,2.42,430.0,233.0,52.0,1.38,34.0,3.02,6.02,0.46,29.6
꽁치조림_채소,88,60.1,10.59,2.6,5.36,1.97,362.0,206.0,44.0,1.36,26.0,3.04,6.37,0.49,31.7
닭도리탕,122,57.7,9.82,5.33,8.85,2.82,277.0,178.0,12.0,0.69,56.0,2.46,0.0,1.4,34.59
닭조림,117,53.9,10.45,5.42,6.4,1.99,220.0,144.0,10.0,0.65,46.0,1.75,0.0,1.45,37.94
동태조림,64,75.4,10.06,0.51,4.5,1.86,374.0,256.0,36.0,0.31,15.0,2.15,0.28,0.06,33.89
두부조림,142,98.5,11.5,6.18,10.26,2.69,465.0,267.0,75.0,1.96,20.0,0.43,0.0,0.94,0.0
연근조림,76,47.6,1.6,0.74,16.09,3.32,322.0,289.0,20.0,0.56,0.0,15.09,0.0,0.12,0.0
우엉조림,88,53.2,2.71,1.05,17.89,4.75,371.0,288.0,32.0,0.65,0.0,0.42,0.0,0.18,0.0
장조림_돼지고기_메추리알,114,55.3,11.35,5.15,4.75,1.81,323.0,212.0,18.0,0.92,44.0,1.06,0.64,1.76,93.51
가지나물,25,67.0,1.06,0.85,3.82,1.84,218.0,176.0,16.0,0.25,7.0,0.61,0.0,0.14,0.0
닭찜_매운양념,106,55.8,9.16,4.87,6.18,1.66,234.0,144.0,16.0,0.68,39.0,2.08,0.0,1.28,32.55
돼지갈비찜_채소,136,53.8,10.49,8.06,4.79,2.29,250.0,226.0,9.0,0.54,13.0,1.65,0.07,2.18,39.68
가자미구이,150,47.2,14.69,7.8,3.85,0.03,291.0,250.0,27.0,0.5,5.0,1.3,10.47,1.22,63.9
갈치구이,123,35.3,9.35,7.32,3.96,0.0,314.0,131.0,23.0,0.52,10.0,0.49,4.75,1.59,34.33
고등어구이,179,40.6,12.71,12.18,3.6,0.0,235.0,195.0,18.0,0.92,10.0,1.7,3.55,2.81,36.45
꽁치구이,196,67.0,21.64,10.1,2.81,0.0,279.0,146.0,40.0,1.63,20.0,0.94,13.99,1.62,64.8
돼지불고기_간장,85,48.4,8.75,3.5,4.3,2.26,218.0,198.0,10.0,0.42,13.0,2.76,0.22,1.11,24.22
돼지불고기_고추장,85,47.2,8.52,3.17,5.79,2.88,218.0,226.0,10.0,0.46,29.0,2.46,0.18,1.0,22.89
삼치구이,81,34.3,9.2,3.81,1.78,0.0,167.0,176.0,3.0,0.06,1.0,0.0,3.13,0.78,32.65
달걀말이_채소,161,76.3,10.66,10.83,3.76,0.85,358.0,141.0,47.0,1.59,138.0,0.69,1.52,2.84,277.65
달걀부침(달걀후라이),184,67.4,11.04,13.46,3.07,0.2,306.0,117.0,46.0,1.6,121.0,0.0,1.6,3.29,291.92
두부전,151,82.6,10.13,9.83,4.56,0.02,91.0,136.0,65.0,1.6,11.0,0.01,0.15,1.59,27.16
부추전,260,56.3,5.39,10.48,34.35,2.42,297.0,98.0,26.0,1.54,38.0,3.64,0.06,1.65,10.32
감자볶음_감자_당근,52,44.5,1.06,1.98,7.66,0.37,184.0,211.0,7.0,0.31,13.0,5.25,0.0,0.3,0.0
김치볶음_김치_참치,66,64.3,5.93,2.4,4.95,2.57,480.0,231.0,37.0,1.75,25.0,3.54,1.14,0.31,7.13
느타리버섯볶음_느타리버섯_채소,40,67.6,1.78,2.69,4.28,1.38,213.0,185.0,9.0,0.5,21.0,2.76,0.0,0.4,0.0
닭볶음(닭갈비)_매운양념,165,82.5,13.93,5.76,14.5,4.65,309.0,304.0,22.0,0.73,66.0,4.08,0.0,1.5,46.24
돼지고기볶음_돼지고기_배추김치,103,75.3,9.43,4.32,6.41,3.43,363.0,303.0,29.0,0.68,26.0,3.42,0.2,1.2,24.78
돼지고기볶음_돼지고기_오징어,113,55.9,9.89,5.36,6.49,3.18,265.0,261.0,14.0,0.42,30.0,3.12,1.36,1.76,63.54
돼지고기볶음_돼지고기_채소,111,57.3,9.88,5.06,6.54,3.25,235.0,260.0,14.0,0.55,30.0,3.49,0.21,1.62,27.68
떡볶이_간장,107,39.8,3.26,1.78,19.93,2.1,264.0,86.0,13.0,0.33,17.0,1.95,0.05,0.43,10.98
떡볶이_고추장_어묵,150,50.7,3.82,1.45,31.64,5.48,415.0,149.0,21.0,0.35,47.0,2.97,0.0,0.29,2.47
된장국_유부,25,74.7,1.76,1.33,1.53,0.34,209.0,70.0,25.0,0.34,1.0,0.63,0.0,0.21,0.0
들깨국,15,82.9,0.63,0.76,1.66,0.45,170.0,89.0,13.0,0.22,0.0,1.93,0.0,0.07,0.0
무국,7,55.8,0.26,0.17,1.28,0.39,177.0,95.0,8.0,0.09,0.0,1.7,0.0,0.03,0.0
미소된장국,21,143.3,1.58,0.83,2.04,0.36,302.0,145.0,17.0,0.27,1.0,0.29,0.0,0.13,0.0
미역국_소고기,17,4.8,1.45,1.05,0.7,0.02,215.0,84.0,11.0,0.25,4.0,0.31,0.0,0.29,3.58
미역국_홍합,9,14.8,1.11,0.25,0.85,0.02,213.0,66.0,13.0,0.47,5.0,0.47,0.0,0.05,2.8
미역냉국_오이_고추,14,17.4,0.6,0.19,3.11,1.99,258.0,121.0,19.0,0.2,10.0,3.62,0.0,0.04,0.0
북어국_콩나물,15,44.8,1.85,0.47,0.99,0.21,130.0,72.0,12.0,0.18,2.0,1.0,0.06,0.09,7.95
설렁탕,37,10.3,2.1,1.24,4.08,0.12,133.0,31.0,2.0,0.26,1.0,0.14,0.0,0.39,4.93
소고기육개장,25,26.3,1.91,1.41,1.49,0.37,125.0,80.0,13.0,0.29,13.0,2.02,0.02,0.41,7.33
어묵국(어묵탕)_고춧가루 제외,21,57.2,1.4,0.48,2.92,0.6,220.0,60.0,9.0,0.12,4.0,1.0,0.0,0.09,2.05
오이냉국,17,51.2,0.57,0.21,3.59,2.67,226.0,77.0,10.0,0.13,7.0,5.03,0.0,0.04,0.0
오징어국,25,79.9,3.71,0.39,1.6,0.49,229.0,137.0,8.0,0.17,7.0,1.06,1.05,0.09,39.94
콩나물국_콩나물만,7,45.4,0.79,0.22,0.95,0.14,134.0,53.0,8.0,0.14,2.0,0.35,0.0,0.04,0.01
감자탕,67,38.0,4.66,3.96,3.37,0.42,145.0,165.0,24.0,0.53,19.0,3.19,0.0,0.98,15.6
김치찌개_돼지고기,41,66.5,3.74,1.77,2.6,1.01,266.0,158.0,23.0,0.45,12.0,1.76,0.06,0.5,7.48
김치찌개_참치,39,60.4,4.69,1.12,2.44,0.94,354.0,148.0,23.0,1.28,11.0,1.61,0.82,0.13,5.1
부대찌개,68,39.7,4.83,2.79,6.12,1.24,368.0,148.0,22.0,0.42,15.0,6.92,0.04,0.86,11.14
청국장찌개_배추김치,28,41.8,2.53,0.68,2.93,0.63,202.0,128.0,22.0,0.57,6.0,1.74,0.01,0.13,1.31
콩비지찌개,41,97.6,2.7,1.15,5.17,0.66,238.0,132.0,33.0,0.95,7.0,1.09,0.03,0.27,3.47
달걀찜_당근,69,44.8,6.24,3.64,2.21,0.52,252.0,83.0,28.0,0.93,82.0,0.35,0.89,1.27,162.13
닭찜_간장,111,48.8,8.97,4.8,7.57,1.29,191.0,108.0,11.0,0.69,33.0,1.64,0.0,1.28,33.08
떡만두국_고기만두,69,54.5,2.46,1.34,11.89,0.18,194.0,66.0,14.0,0.56,8.0,0.42,0.03,0.45,7.67
만두국_고기만두,44,42.9,2.24,1.48,5.44,0.25,180.0,67.0,15.0,0.66,11.0,0.36,0.06,0.53,12.96
스파게티_미트소스,108,30.8,4.34,1.84,18.58,2.84,137.0,183.0,13.0,0.52,21.0,2.02,0.02,0.46,5.01
스파게티_토마토소스,116,32.6,3.56,1.38,22.5,3.83,207.0,196.0,18.0,0.54,20.0,3.02,0.0,0.29,0.98
우동,61,29.8,1.86,0.72,11.22,0.16,246.0,34.0,11.0,0.16,4.0,0.14,0.0,0.16,0.73
자장면,126,32.4,4.0,2.05,22.05,1.91,377.0,178.0,15.0,0.32,7.0,2.93,0.01,0.41,1.52
잔치국수,63,35.7,1.99,0.55,12.03,0.63,309.0,59.0,9.0,0.22,12.0,1.4,0.02,0.12,3.8
쫄면,121,25.6,3.44,0.8,24.73,4.58,601.0,115.0,17.0,0.37,26.0,2.03,0.03,0.19,4.41
닭죽_채소,111,24.5,5.56,2.05,16.57,0.76,153.0,87.0,6.0,0.57,23.0,0.87,0.0,0.55,15.65
감자국,21,90.2,0.85,0.1,4.59,0.28,213.0,154.0,7.0,0.25,3.0,3.25,0.01,0.03,1.91
김치국_김치,12,93.9,0.67,0.15,2.15,0.91,323.0,117.0,19.0,0.28,10.0,1.72,0.0,0.03,0.01
김치국_김치_두부,18,101.3,1.52,0.59,1.86,0.59,213.0,96.0,20.0,0.38,7.0,1.14,0.0,0.09,0.01
달걀국,19,71.1,1.67,0.9,0.87,0.19,205.0,50.0,9.0,0.3,20.0,0.19,0.22,0.31,39.49
닭고기육개장,28,27.1,2.64,1.32,1.52,0.4,141.0,72.0,13.0,0.23,17.0,1.94,0.01,0.33,10.02
닭곰탕,48,27.1,4.3,1.83,3.32,0.32,238.0,61.0,7.0,0.27,9.0,1.02,0.01,0.5,14.99
된장국_근대,12,70.1,0.93,0.29,1.65,0.31,236.0,134.0,14.0,0.22,41.0,0.78,0.0,0.05,0.0
된장국_두부,26,92.5,2.29,0.99,2.14,0.44,244.0,95.0,17.0,0.43,2.0,0.9,0.0,0.15,0.0
된장국_배추,17,87.5,1.33,0.47,2.22,0.85,251.0,126.0,17.0,0.36,4.0,2.92,0.0,0.08,0.0
된장국_시금치,14,81.2,1.18,0.33,2.11,0.62,256.0,200.0,14.0,0.38,74.0,7.89,0.0,0.06,0.01
된장국_시래기,13,68.0,0.92,0.3,1.89,0.33,242.0,54.0,22.0,0.37,24.0,0.31,0.0,0.05,0.01
된장국_아욱,19,90.9,1.51,0.4,2.9,0.4,291.0,153.0,56.0,0.31,69.0,7.89,0.0,0.07,0.0
된장국_얼갈이배추,11,83.4,0.87,0.29,1.57,0.39,218.0,83.0,34.0,0.21,21.0,3.36,0.0,0.05,0.0
배추겉절이,40,85.4,1.95,0.95,7.13,3.95,633.0,313.0,44.0,0.68,35.0,10.23,0.0,0.15,1.23
부추무침_부추_채소,24,28.4,1.02,0.83,3.73,1.86,203.0,74.0,14.0,0.84,26.0,2.05,0.0,0.14,0.0
상추겉절이,24,30.1,1.06,0.76,3.92,1.89,168.0,190.0,29.0,0.89,72.0,0.63,0.0,0.12,0.0
샐러드_감자,163,76.0,2.76,10.17,15.64,3.12,316.0,328.0,18.0,0.66,29.0,9.53,0.1,1.64,16.13
얼갈이겉절이,27,48.4,1.17,0.65,4.71,2.16,340.0,145.0,87.0,0.37,68.0,9.87,0.0,0.11,0.55
오이생채_오이,32,64.1,1.32,0.54,6.66,3.75,232.0,192.0,17.0,0.3,22.0,6.61,0.0,0.09,0.0
오이생채_오이_달래,28,56.3,1.22,0.45,5.72,2.84,255.0,163.0,18.0,0.46,27.0,5.48,0.0,0.08,0.0
오이생채_오이_부추,48,95.9,2.13,1.09,8.93,4.81,362.0,263.0,29.0,0.85,33.0,9.8,0.0,0.18,0.0
오징어무침_채소,48,40.5,5.91,0.63,4.92,2.42,183.0,175.0,11.0,0.19,24.0,2.14,1.72,0.14,65.65
청포묵무침,53,71.0,1.96,2.16,7.48,0.85,271.0,77.0,14.0,0.33,33.0,2.26,0.05,0.36,9.48
기장밥,118,4.3,2.25,0.18,25.75,0.02,3.0,58.0,3.0,0.48,0.0,0.0,0.0,0.05,0.0
보리밥,118,4.4,2.2,0.18,25.78,0.03,2.0,60.0,3.0,0.47,0.0,0.0,0.0,0.06,0.0
비빔밥_열무_양념장,114,35.8,3.16,1.57,21.69,1.63,232.0,162.0,34.0,0.68,43.0,1.68,0.11,0.35,18.87
비빔밥_참치_양념장,81,18.4,3.14,0.93,14.84,1.45,140.0,96.0,12.0,0.79,26.0,0.99,0.39,0.15,7.24
수수밥,120,4.4,2.21,0.17,26.3,0.02,3.0,61.0,2.0,0.46,0.0,0.0,0.0,0.05,0.0
짜장밥,139,31.9,3.74,1.81,26.19,1.73,263.0,154.0,12.0,0.55,13.0,3.46,0.02,0.4,3.66
차조밥,119,4.4,2.19,0.22,25.73,0.03,2.0,59.0,3.0,0.49,0.0,0.0,0.0,0.06,0.0
카레라이스_돼지고기,100,19.8,2.64,1.59,18.4,0.94,97.0,117.0,8.0,0.49,14.0,1.89,0.02,0.48,2.45
콩나물밥_양념장,110,25.2,3.17,0.92,21.8,0.31,115.0,119.0,13.0,0.58,8.0,0.56,0.0,0.2,1.04
현미밥_쌀,120,4.4,2.15,0.2,26.15,0.02,3.0,58.0,2.0,0.44,0.0,0.0,0.0,0.06,0.0
흑미밥,118,4.4,2.12,0.18,25.85,0.03,3.0,59.0,3.0,0.41,0.0,0.0,0.0,0.05,0.0
떡국_달걀,43,52.9,1.19,0.4,8.78,0.13,168.0,39.0,6.0,0.12,8.0,0.32,0.06,0.13,11.06
닭도리탕,116,57.4,9.5,4.83,8.71,3.03,299.0,165.0,11.0,0.64,57.0,2.71,0.0,1.29,33.31
닭조림,121,56.1,10.53,4.92,8.29,2.44,220.0,156.0,10.0,0.61,42.0,1.96,0.0,1.32,37.19
두부조림,138,89.4,10.51,6.73,8.66,1.73,353.0,206.0,71.0,1.76,12.0,0.52,0.0,1.01,0.0
연근조림,185,69.7,5.0,6.46,28.37,7.1,528.0,482.0,37.0,1.04,0.0,20.81,0.0,1.04,0.0
우엉조림,120,42.8,3.76,4.88,16.45,4.62,314.0,274.0,32.0,0.65,0.0,0.36,0.0,0.82,0.0
장조림_돼지고기_메추리알,141,69.9,15.38,5.93,5.53,2.09,295.0,255.0,23.0,1.23,59.0,1.47,0.85,2.02,131.92
코다리조림_무,73,60.7,9.34,1.26,6.05,2.42,319.0,228.0,26.0,0.37,16.0,2.97,0.27,0.19,28.75
고구마맛탕,143,34.0,0.71,3.53,27.12,8.2,30.0,201.0,13.0,0.27,1.0,3.8,0.0,0.54,0.0
숙주나물_숙주,17,53.7,1.13,0.96,1.58,0.01,168.0,54.0,12.0,0.18,1.0,4.15,0.0,0.15,0.0
숙주나물_숙주_게맛살,28,51.7,1.84,0.9,3.71,0.78,280.0,58.0,40.0,0.2,6.0,3.56,0.0,0.15,1.47
숙주미나리나물,18,48.4,1.04,0.99,1.69,0.26,178.0,67.0,14.0,0.18,10.0,3.45,0.0,0.15,0.0
시금치나물_간장_소금,27,49.5,1.61,1.28,3.2,0.89,264.0,443.0,28.0,0.71,222.0,23.22,0.0,0.2,0.0
참나물,17,33.0,0.76,0.8,2.11,0.19,173.0,209.0,23.0,0.52,49.0,1.43,0.0,0.12,0.0
콩나물무침_콩나물_고춧가루,19,28.1,1.64,0.93,1.95,0.28,149.0,96.0,18.0,0.29,6.0,0.67,0.0,0.16,0.0
콩나물무침_콩나물_고춧가루제외,19,28.8,1.61,1.15,1.46,0.12,136.0,76.0,19.0,0.26,1.0,0.7,0.0,0.19,0.0
골뱅이무침_채소,59,54.6,5.54,0.68,8.23,4.92,333.0,135.0,22.0,0.51,42.0,3.35,0.25,0.1,17.61
단무지무침,33,91.6,0.82,1.27,4.78,1.79,590.0,102.0,27.0,0.32,13.0,17.41,0.0,0.21,0.0
도라지생채_오이,42,57.7,1.32,0.53,9.3,4.1,285.0,181.0,20.0,0.3,26.0,5.38,0.0,0.09,0.0
도토리묵무침_채소,61,86.9,1.37,1.24,11.77,1.74,337.0,137.0,27.0,0.52,44.0,2.18,0.0,0.2,0.0
돌나물,42,44.8,0.96,0.92,8.47,4.13,193.0,140.0,64.0,0.41,53.0,33.26,0.0,0.14,0.0
무말랭이무침,61,6.7,2.0,0.69,12.3,4.15,277.0,360.0,43.0,0.73,25.0,5.88,0.0,0.12,0.0
무생채_식초,42,76.3,1.18,0.84,8.18,4.49,322.0,285.0,26.0,0.36,19.0,6.91,0.0,0.13,0.0
느타리버섯볶음_느타리버섯_채소,37,65.1,1.62,2.41,4.15,1.34,184.0,178.0,10.0,0.46,20.0,5.24,0.0,0.35,0.0
닭볶음(닭갈비)_매운양념,131,62.2,11.24,3.98,12.54,3.59,273.0,233.0,16.0,0.58,53.0,2.54,0.0,1.1,36.36
닭볶음(닭갈비)_매운양념_치즈,168,65.9,14.44,5.45,14.98,3.75,301.0,243.0,94.0,0.58,49.0,1.99,0.0,2.06,43.33
돼지고기볶음_돼지고기_배추김치,94,65.0,9.13,4.38,4.14,2.11,263.0,256.0,22.0,0.57,22.0,2.59,0.2,1.45,25.65
돼지고기볶음_돼지고기_버섯,99,55.0,11.07,3.63,5.66,2.73,257.0,250.0,8.0,0.51,28.0,2.13,0.25,1.18,30.23
돼지고기볶음_돼지고기_오징어,94,48.5,9.21,3.88,5.65,2.42,205.0,219.0,11.0,0.35,30.0,2.0,1.23,1.31,57.97
돼지고기볶음_돼지고기_짜장,112,62.7,12.01,4.09,6.37,2.3,291.0,269.0,13.0,0.56,18.0,3.49,0.27,1.34,32.46
돼지고기볶음_돼지고기_채소,104,60.4,11.45,3.66,6.4,3.12,234.0,275.0,12.0,0.56,33.0,2.42,0.22,1.21,31.77
떡볶이_간장,145,49.9,4.52,2.09,27.33,2.3,325.0,111.0,13.0,0.42,22.0,1.45,0.01,0.57,6.17
떡볶이_고추장_메추리알,100,38.8,3.11,1.48,19.23,3.05,255.0,83.0,17.0,0.39,40.0,1.41,0.17,0.41,29.78
떡볶이_고추장_어묵,161,49.4,3.94,1.25,34.59,4.84,456.0,123.0,20.0,0.32,42.0,2.12,0.0,0.27,2.51
미역줄기볶음_미역줄기_채소,35,43.5,0.72,2.74,3.27,0.58,1287.0,66.0,39.0,0.24,19.0,1.32,0.0,0.39,0.0
소시지볶음_채소,134,42.5,6.8,8.34,7.71,2.5,425.0,204.0,16.0,0.39,17.0,18.36,0.12,2.62,27.26
순대볶음,100,44.3,3.31,4.43,12.34,2.6,270.0,151.0,28.0,2.97,37.0,2.44,0.0,1.66,2.47
어묵볶음_어묵_채소,78,32.3,3.97,2.76,9.78,2.58,343.0,81.0,20.0,0.28,27.0,1.41,0.0,0.46,6.05
오징어볶음_채소,77,51.5,8.2,1.29,8.19,2.53,264.0,215.0,13.0,0.22,29.0,2.13,2.36,0.26,90.13
오징어채볶음,54,4.3,6.23,1.6,3.43,1.5,164.0,76.0,6.0,0.34,8.0,0.07,1.95,0.25,26.61
잔멸치볶음_잔멸치_견과류,147,10.2,9.77,8.68,8.17,2.93,521.0,168.0,132.0,0.59,0.0,0.31,2.92,1.13,73.6
잡채_돼지고기,109,37.9,3.16,2.5,18.82,2.42,261.0,161.0,27.0,1.11,49.0,3.79,0.03,0.46,5.79
고등어조림_배추김치,82,57.8,6.97,3.53,5.61,2.26,330.0,233.0,30.0,0.89,23.0,3.9,1.25,0.9,17.94
꽁치조림_배추김치,81,61.9,7.25,3.25,5.52,2.14,396.0,188.0,94.0,2.37,18.0,2.8,4.29,0.67,28.92
감자구이,81,59.2,1.5,2.91,12.44,1.45,227.0,301.0,9.0,0.46,12.0,7.64,0.0,1.32,5.12
고등어구이,176,38.9,12.28,11.84,3.9,0.0,239.0,189.0,18.0,0.9,9.0,1.74,3.86,2.84,35.62
닭구이,110,42.6,10.59,5.71,3.31,1.22,243.0,86.0,8.0,0.52,25.0,0.41,0.0,1.49,39.43
닭날개구이,121,46.6,11.12,6.51,3.77,1.49,250.0,141.0,12.0,0.41,27.0,0.54,0.0,1.89,53.88
닭다리구이,88,35.2,8.72,4.72,2.18,0.93,175.0,124.0,6.0,0.32,17.0,0.18,0.0,1.42,38.52
돼지불고기_간장,79,46.3,8.88,2.89,4.15,1.69,181.0,193.0,7.0,0.44,10.0,1.53,0.2,1.0,24.75
돼지불고기_고추장,83,45.6,8.98,2.88,5.48,2.55,188.0,207.0,8.0,0.42,26.0,1.76,0.18,0.93,24.22
삼치구이,77,33.4,8.96,3.31,2.15,0.0,159.0,172.0,3.0,0.07,0.0,0.0,3.04,0.63,31.3
소불고기_버섯,86,48.7,8.68,3.76,4.38,1.86,155.0,192.0,8.0,1.18,12.0,1.76,0.0,1.44,22.74
오리불고기,81,55.3,9.62,1.54,7.36,2.63,196.0,214.0,13.0,1.31,33.0,2.28,0.55,0.54,41.21
김치전_해물,68,26.1,2.9,2.62,7.52,0.69,178.0,89.0,15.0,0.32,9.0,1.33,0.49,0.43,23.38
달걀말이_채소,167,82.1,11.03,11.17,4.09,1.01,327.0,169.0,50.0,1.66,161.0,2.17,1.56,2.92,285.56
달걀부침(달걀후라이),178,66.9,10.97,12.76,3.05,0.19,218.0,116.0,46.0,1.59,120.0,0.0,1.59,3.18,289.87
부추전_해물,215,61.1,9.42,7.58,25.53,1.86,374.0,164.0,28.0,1.68,35.0,4.24,1.29,1.23,67.9
스크램블드에그,88,46.7,6.24,5.46,2.77,0.7,182.0,92.0,30.0,0.89,69.0,2.16,0.75,1.5,138.5
